Date,AQI,city_ascii,state_id,state_name
2015-09-25,201,Bakersfield,CA,California
2015-04-24,233,Dalton,GA,Georgia
2015-01-05,238,Fairbanks,AK,Alaska
2015-06-24,220,Fairbanks,AK,Alaska
2015-07-07,235,Fairbanks,AK,Alaska
2015-09-10,205,Fresno,CA,California
2015-06-03,203,Houston,TX,Texas
2015-08-24,203,Lewiston,ID,Idaho
2015-06-20,203,Los Angeles,CA,California
2015-08-03,284,Medford,OR,Oregon
2015-08-23,206,Moscow,ID,Idaho
2015-05-30,203,Riverside,CA,California
2015-06-18,209,Riverside,CA,California
2015-06-19,213,Riverside,CA,California
2015-06-20,223,Riverside,CA,California
2015-06-25,202,Riverside,CA,California
2015-07-17,238,Riverside,CA,California
2015-08-18,204,Riverside,CA,California
2014-10-29,231,Anchorage,AK,Alaska
2014-07-30,217,Bishop,CA,California
2014-04-26,224,Deming,NM,New Mexico
2014-03-26,228,El Centro,CA,California
2014-05-05,230,El Centro,CA,California
2014-02-22,206,Fairbanks,AK,Alaska
2014-03-19,248,Las Cruces,NM,New Mexico
2014-04-02,266,Las Cruces,NM,New Mexico
2014-07-31,205,Los Angeles,CA,California
2014-08-30,203,Los Angeles,CA,California
2014-01-01,221,Phoenix,AZ,Arizona
2014-06-18,202,Phoenix,AZ,Arizona
2014-07-25,223,Phoenix,AZ,Arizona
2014-12-27,280,Phoenix,AZ,Arizona
2014-06-08,201,Riverside,CA,California
2014-08-18,218,Riverside,CA,California
2014-09-22,240,Sacramento,CA,California
2014-07-08,253,San Juan,PR,Puerto Rico
2014-05-06,230,Yuma,AZ,Arizona
2014-11-16,284,Yuma,AZ,Arizona
2013-05-05,218,Bakersfield,CA,California
2013-05-08,214,Beaver Dam,WI,Wisconsin
2013-04-09,210,Bishop,CA,California
2013-05-01,300,Bishop,CA,California
2013-08-23,220,Carson City,NV,Nevada
2013-04-16,293,Durango,CO,Colorado
2013-10-09,207,El Centro,CA,California
2013-08-23,257,Gardnerville Ranchos,NV,Nevada
2013-08-24,280,Gardnerville Ranchos,NV,Nevada
2013-08-25,237,Gardnerville Ranchos,NV,Nevada
2013-08-26,225,Gardnerville Ranchos,NV,Nevada
2013-08-27,221,Gardnerville Ranchos,NV,Nevada
2013-08-28,258,Gardnerville Ranchos,NV,Nevada
2013-07-29,237,Grants Pass,OR,Oregon
2013-07-30,259,Grants Pass,OR,Oregon
2013-08-07,210,Grants Pass,OR,Oregon
2013-05-02,256,Las Cruces,NM,New Mexico
2013-06-06,271,Las Cruces,NM,New Mexico
2013-07-30,207,Medford,OR,Oregon
2013-07-31,238,Medford,OR,Oregon
2013-04-08,276,Payson,AZ,Arizona
2013-04-19,221,Phoenix,AZ,Arizona
2013-05-03,207,Phoenix,AZ,Arizona
2013-10-09,248,Phoenix,AZ,Arizona
2013-10-16,238,Phoenix,AZ,Arizona
2013-11-15,211,Phoenix,AZ,Arizona
2013-06-01,206,Riverside,CA,California
2013-06-29,218,Riverside,CA,California
2013-09-14,202,Riverside,CA,California
2013-03-22,222,Tallahassee,FL,Florida
2013-04-08,212,Tucson,AZ,Arizona
2013-07-02,296,Tucson,AZ,Arizona
2013-01-20,201,Vernal,UT,Utah
2013-01-21,206,Vernal,UT,Utah
2013-01-22,209,Vernal,UT,Utah
2013-01-23,206,Vernal,UT,Utah
2013-01-24,220,Vernal,UT,Utah
2013-01-25,218,Vernal,UT,Utah
2013-01-26,227,Vernal,UT,Utah
2013-01-27,203,Vernal,UT,Utah
2013-02-05,210,Vernal,UT,Utah
2013-02-06,234,Vernal,UT,Utah
2013-02-14,222,Vernal,UT,Utah
2013-02-15,209,Vernal,UT,Utah
2013-02-16,209,Vernal,UT,Utah
2013-02-17,223,Vernal,UT,Utah
2013-02-21,222,Vernal,UT,Utah
2013-03-01,220,Vernal,UT,Utah
2013-03-02,230,Vernal,UT,Utah
2013-03-03,238,Vernal,UT,Utah
2013-03-07,229,Vernal,UT,Utah
2013-06-08,201,Visalia,CA,California
2012-05-07,291,Albuquerque,NM,New Mexico
2012-06-29,218,Atlanta,GA,Georgia
2012-07-11,202,Bakersfield,CA,California
2012-06-29,204,Baltimore,MD,Maryland
2012-06-26,207,Beaumont,TX,Texas
2012-09-22,220,Bend,OR,Oregon
2012-06-21,244,Bishop,CA,California
2012-06-24,280,Bishop,CA,California
2012-06-29,208,Cambridge,MD,Maryland
2012-06-29,206,Charlotte,NC,North Carolina
2012-08-03,206,Chicago,IL,Illinois
2012-06-28,202,Cincinnati,OH,Ohio
2012-06-28,203,Cleveland,OH,Ohio
2012-06-28,201,Columbus,OH,Ohio
2012-06-25,202,Dallas,TX,Texas
2012-06-26,205,Dallas,TX,Texas
2012-08-09,204,Dallas,TX,Texas
2012-12-19,238,Deming,NM,New Mexico
2012-06-28,208,Detroit,MI,Michigan
2012-08-09,274,El Centro,CA,California
2012-03-07,243,El Paso,TX,Texas
2012-06-28,206,Elkhart,IN,Indiana
2012-09-21,278,Ellensburg,WA,Washington
2012-11-08,222,Fairbanks,AK,Alaska
2012-11-29,209,Fairbanks,AK,Alaska
2012-07-12,212,Fresno,CA,California
2012-03-24,208,Houston,TX,Texas
2012-06-26,233,Houston,TX,Texas
2012-06-29,217,Knoxville,TN,Tennessee
2012-12-19,261,Las Cruces,NM,New Mexico
2012-07-11,207,Los Angeles,CA,California
2012-08-11,205,Los Angeles,CA,California
2012-06-27,220,Memphis,TN,Tennessee
2012-06-28,205,Michigan City,IN,Indiana
2012-07-06,214,Michigan City,IN,Indiana
2012-08-03,201,Michigan City,IN,Indiana
2012-07-12,201,Modesto,CA,California
2012-06-29,206,Morristown,TN,Tennessee
2012-07-23,208,Niles,MI,Michigan
2012-06-29,202,Paducah,KY,Kentucky
2012-04-03,268,Phoenix,AZ,Arizona
2012-06-03,235,Phoenix,AZ,Arizona
2012-08-08,248,Phoenix,AZ,Arizona
2012-08-14,240,Phoenix,AZ,Arizona
2012-05-20,201,Riverside,CA,California
2012-06-18,233,Riverside,CA,California
2012-07-10,202,Riverside,CA,California
2012-07-11,207,Riverside,CA,California
2012-08-05,203,Riverside,CA,California
2012-08-08,204,Riverside,CA,California
2012-08-09,201,Riverside,CA,California
2012-08-11,206,Riverside,CA,California
2012-08-12,204,Riverside,CA,California
2012-06-17,284,Rock Springs,WY,Wyoming
2012-10-02,201,Sacramento,CA,California
2012-06-28,213,South Bend,IN,Indiana
2012-07-23,203,South Bend,IN,Indiana
2012-01-28,257,St. Louis,MO,Missouri
2012-06-27,202,St. Louis,MO,Missouri
2012-06-25,201,Tulsa,OK,Oklahoma
2012-06-29,206,Washington,DC,District of Columbia
2012-07-06,201,Washington,DC,District of Columbia
2012-09-27,202,Wenatchee,WA,Washington
2011-12-01,293,Albuquerque,NM,New Mexico
2011-11-02,241,Anchorage,AK,Alaska
2011-06-08,209,Baltimore,MD,Maryland
2011-06-09,201,Baltimore,MD,Maryland
2011-07-02,202,Baltimore,MD,Maryland
2011-04-07,300,Bishop,CA,California
2011-11-19,256,Bishop,CA,California
2011-06-06,207,Houston,TX,Texas
2011-09-08,203,Houston,TX,Texas
2011-04-09,297,Las Cruces,NM,New Mexico
2011-07-02,218,Los Angeles,CA,California
2011-07-03,202,Los Angeles,CA,California
2011-08-28,204,Los Angeles,CA,California
2011-07-22,209,New York,NY,New York
2011-02-19,214,Phoenix,AZ,Arizona
2011-03-21,234,Phoenix,AZ,Arizona
2011-06-03,247,Phoenix,AZ,Arizona
2011-06-12,202,Phoenix,AZ,Arizona
2011-06-16,230,Phoenix,AZ,Arizona
2011-06-20,283,Phoenix,AZ,Arizona
2011-07-03,244,Phoenix,AZ,Arizona
2011-07-06,267,Phoenix,AZ,Arizona
2011-08-27,238,Phoenix,AZ,Arizona
2011-11-02,281,Phoenix,AZ,Arizona
2011-11-05,270,Phoenix,AZ,Arizona
2011-12-01,253,Phoenix,AZ,Arizona
2011-03-07,212,Riverside,CA,California
2011-06-21,210,Riverside,CA,California
2011-06-22,216,Riverside,CA,California
2011-07-01,208,Riverside,CA,California
2011-07-02,233,Riverside,CA,California
2011-07-03,260,Riverside,CA,California
2011-08-14,203,Riverside,CA,California
2011-08-27,206,Riverside,CA,California
2011-09-01,206,Sheboygan,WI,Wisconsin
2011-02-13,212,Vernal,UT,Utah
2011-02-14,236,Vernal,UT,Utah
2011-02-15,229,Vernal,UT,Utah
2011-02-16,236,Vernal,UT,Utah
2011-02-24,205,Vernal,UT,Utah
2011-07-22,208,Vineyard Haven,MA,Massachusetts
2010-08-25,202,Bakersfield,CA,California
2010-09-02,202,Bakersfield,CA,California
2010-08-10,210,Baltimore,MD,Maryland
2010-04-28,231,Bishop,CA,California
2010-05-02,287,Bishop,CA,California
2010-05-10,280,Bishop,CA,California
2010-06-10,266,Bishop,CA,California
2010-06-11,254,Bishop,CA,California
2010-09-08,254,Bishop,CA,California
2010-05-02,245,Columbus,GA,Georgia
2010-10-08,251,Farmington,NM,New Mexico
2010-10-12,241,Farmington,NM,New Mexico
2010-09-29,209,Fresno,CA,California
2010-08-25,204,Hanford,CA,California
2010-09-28,204,Hanford,CA,California
2010-09-30,208,Hanford,CA,California
2010-09-29,201,Madera,CA,California
2010-07-08,205,Mount Vernon,WA,Washington
2010-08-23,202,Mount Vernon,WA,Washington
2010-07-06,208,New York,NY,New York
2010-03-30,300,Provo,UT,Utah
2010-04-21,217,Riverside,CA,California
2010-06-04,202,Riverside,CA,California
2010-06-05,219,Riverside,CA,California
2010-06-23,207,Riverside,CA,California
2010-06-30,204,Riverside,CA,California
2010-07-10,207,Riverside,CA,California
2010-07-17,214,Riverside,CA,California
2010-07-24,209,Riverside,CA,California
2010-08-25,207,Sacramento,CA,California
2010-01-14,206,Vernal,UT,Utah
2010-01-17,218,Vernal,UT,Utah
2010-01-18,209,Vernal,UT,Utah
2010-02-12,206,Vernal,UT,Utah
2010-02-13,218,Vernal,UT,Utah
2010-02-18,203,Vernal,UT,Utah
2010-02-25,212,Vernal,UT,Utah
2010-02-26,208,Vernal,UT,Utah
2010-02-27,201,Vernal,UT,Utah
2010-02-28,219,Vernal,UT,Utah
2010-03-01,206,Vernal,UT,Utah
2010-03-03,206,Vernal,UT,Utah
2010-03-04,213,Vernal,UT,Utah
2009-08-18,202,Bakersfield,CA,California
2009-08-19,205,Bakersfield,CA,California
2009-09-18,201,Bakersfield,CA,California
2009-10-13,299,Bakersfield,CA,California
2009-12-30,246,Bakersfield,CA,California
2009-06-25,204,Baltimore,MD,Maryland
2009-03-02,271,Bishop,CA,California
2009-03-21,221,Bishop,CA,California
2009-04-02,261,Bishop,CA,California
2009-04-24,289,Bishop,CA,California
2009-05-01,207,Bishop,CA,California
2009-06-25,202,Chicago,IL,Illinois
2009-07-30,225,Fairbanks,AK,Alaska
2009-10-27,289,Hanford,CA,California
2009-05-30,205,Houston,TX,Texas
2009-09-03,201,Houston,TX,Texas
2009-10-17,228,Lincoln,NE,Nebraska
2009-07-18,218,Los Angeles,CA,California
2009-07-19,204,Los Angeles,CA,California
2009-08-30,214,Los Angeles,CA,California
2009-08-31,203,Los Angeles,CA,California
2009-04-03,238,Phoenix,AZ,Arizona
2009-07-17,216,Riverside,CA,California
2009-07-18,224,Riverside,CA,California
2009-07-22,201,Riverside,CA,California
2009-07-23,204,Riverside,CA,California
2009-07-24,206,Riverside,CA,California
2009-07-31,203,Riverside,CA,California
2009-08-01,203,Riverside,CA,California
2009-08-19,204,Riverside,CA,California
2009-08-20,203,Riverside,CA,California
2009-09-04,202,Riverside,CA,California
2008-06-20,203,Atlanta,GA,Georgia
2008-06-13,201,Bakersfield,CA,California
2008-06-24,203,Bakersfield,CA,California
2008-06-25,217,Bakersfield,CA,California
2008-06-26,217,Bakersfield,CA,California
2008-06-27,208,Bakersfield,CA,California
2008-06-28,207,Bakersfield,CA,California
2008-07-08,207,Bakersfield,CA,California
2008-07-09,206,Bakersfield,CA,California
2008-07-10,207,Bakersfield,CA,California
2008-07-25,205,Bakersfield,CA,California
2008-07-26,204,Bakersfield,CA,California
2008-08-29,202,Bakersfield,CA,California
2008-09-06,202,Bakersfield,CA,California
2008-10-30,205,Bakersfield,CA,California
2008-06-27,202,Chico,CA,California
2008-07-08,203,Chico,CA,California
2008-07-10,212,Chico,CA,California
2008-01-07,276,Deming,NM,New Mexico
2008-04-10,211,Deming,NM,New Mexico
2008-06-24,203,Fresno,CA,California
2008-06-25,201,Fresno,CA,California
2008-06-27,228,Fresno,CA,California
2008-07-08,204,Fresno,CA,California
2008-07-09,226,Fresno,CA,California
2008-07-10,204,Fresno,CA,California
2008-08-14,203,Fresno,CA,California
2008-02-20,209,Gaffney,SC,South Carolina
2008-06-27,220,Hanford,CA,California
2008-07-09,204,Hanford,CA,California
2008-07-10,207,Hanford,CA,California
2008-07-17,201,Houston,TX,Texas
2008-05-01,220,Las Cruces,NM,New Mexico
2008-05-21,264,Las Cruces,NM,New Mexico
2008-06-04,202,Las Cruces,NM,New Mexico
2008-11-05,224,Las Cruces,NM,New Mexico
2008-05-18,214,Los Angeles,CA,California
2008-06-15,214,Los Angeles,CA,California
2008-06-20,205,Los Angeles,CA,California
2008-06-21,213,Los Angeles,CA,California
2008-06-22,206,Los Angeles,CA,California
2008-07-03,203,Los Angeles,CA,California
2008-07-04,207,Los Angeles,CA,California
2008-08-02,227,Los Angeles,CA,California
2008-06-27,202,Madera,CA,California
2008-06-24,206,Merced,CA,California
2008-06-27,216,Merced,CA,California
2008-07-08,206,Merced,CA,California
2008-06-26,201,Modesto,CA,California
2008-06-27,226,Modesto,CA,California
2008-07-08,216,Modesto,CA,California
2008-07-10,204,Modesto,CA,California
2008-06-13,201,New York,NY,New York
2008-04-21,260,Philadelphia,PA,Pennsylvania
2008-07-18,202,Philadelphia,PA,Pennsylvania
2008-03-22,274,Phoenix,AZ,Arizona
2008-03-24,227,Phoenix,AZ,Arizona
2008-04-03,201,Phoenix,AZ,Arizona
2008-04-08,294,Phoenix,AZ,Arizona
2008-04-11,250,Phoenix,AZ,Arizona
2008-04-12,223,Phoenix,AZ,Arizona
2008-04-16,231,Phoenix,AZ,Arizona
2008-04-18,211,Phoenix,AZ,Arizona
2008-04-25,273,Phoenix,AZ,Arizona
2008-05-17,214,Phoenix,AZ,Arizona
2008-05-20,230,Phoenix,AZ,Arizona
2008-06-19,214,Phoenix,AZ,Arizona
2008-06-20,220,Phoenix,AZ,Arizona
2008-08-07,214,Phoenix,AZ,Arizona
2008-10-26,220,Phoenix,AZ,Arizona
2008-11-19,267,Phoenix,AZ,Arizona
2008-11-20,227,Phoenix,AZ,Arizona
2008-11-22,237,Phoenix,AZ,Arizona
2008-07-23,250,Redding,CA,California
2008-06-06,205,Richmond,VA,Virginia
2008-05-18,201,Riverside,CA,California
2008-05-19,208,Riverside,CA,California
2008-06-14,203,Riverside,CA,California
2008-06-15,208,Riverside,CA,California
2008-06-18,210,Riverside,CA,California
2008-06-19,207,Riverside,CA,California
2008-06-20,209,Riverside,CA,California
2008-06-21,209,Riverside,CA,California
2008-06-25,204,Riverside,CA,California
2008-06-26,202,Riverside,CA,California
2008-06-27,216,Riverside,CA,California
2008-06-28,208,Riverside,CA,California
2008-07-03,214,Riverside,CA,California
2008-07-04,220,Riverside,CA,California
2008-07-07,205,Riverside,CA,California
2008-07-08,216,Riverside,CA,California
2008-07-09,203,Riverside,CA,California
2008-07-17,222,Riverside,CA,California
2008-07-18,218,Riverside,CA,California
2008-07-24,214,Riverside,CA,California
2008-07-30,202,Riverside,CA,California
2008-08-01,207,Riverside,CA,California
2008-08-02,209,Riverside,CA,California
2008-08-14,210,Riverside,CA,California
2008-08-15,213,Riverside,CA,California
2008-08-28,215,Riverside,CA,California
2008-09-06,203,Riverside,CA,California
2008-09-14,208,Riverside,CA,California
2008-06-23,219,Sacramento,CA,California
2008-06-25,201,Sacramento,CA,California
2008-06-26,201,Sacramento,CA,California
2008-06-27,209,Sacramento,CA,California
2008-07-07,214,Sacramento,CA,California
2008-07-09,202,Sacramento,CA,California
2008-07-10,210,Sacramento,CA,California
2008-08-13,212,Sacramento,CA,California
2008-06-19,204,San Diego,CA,California
2008-07-08,205,San Francisco,CA,California
2008-07-08,209,Sonora,CA,California
2008-07-09,204,Sonora,CA,California
2008-06-13,203,Truckee,CA,California
2008-06-24,203,Visalia,CA,California
2008-06-25,216,Visalia,CA,California
2008-06-26,207,Visalia,CA,California
2008-06-27,217,Visalia,CA,California
2008-07-08,201,Visalia,CA,California
2008-07-09,206,Visalia,CA,California
2008-07-10,207,Visalia,CA,California
2008-08-30,203,Visalia,CA,California
2008-06-25,208,Yuba City,CA,California
2008-06-27,202,Yuba City,CA,California
2008-06-04,245,Yuma,AZ,Arizona
2007-06-22,207,Atlanta,GA,Georgia
2007-08-04,201,Atlanta,GA,Georgia
2007-08-14,201,Atlanta,GA,Georgia
2007-08-15,220,Atlanta,GA,Georgia
2007-07-04,204,Bakersfield,CA,California
2007-07-05,205,Bakersfield,CA,California
2007-08-29,204,Bakersfield,CA,California
2007-09-07,201,Bakersfield,CA,California
2007-06-08,203,Baltimore,MD,Maryland
2007-07-09,208,Baltimore,MD,Maryland
2007-08-04,214,Baltimore,MD,Maryland
2007-06-22,202,Baton Rouge,LA,Louisiana
2007-06-11,203,Birmingham,AL,Alabama
2007-01-05,218,Bishop,CA,California
2007-07-09,203,Bridgeport,CT,Connecticut
2007-08-15,223,Charlotte,NC,North Carolina
2007-08-17,201,Charlotte,NC,North Carolina
2007-08-01,203,Chicago,IL,Illinois
2007-03-29,217,Columbia,SC,South Carolina
2007-08-14,217,Dallas,TX,Texas
2007-08-15,201,Dallas,TX,Texas
2007-08-22,201,Denver,CO,Colorado
2007-06-26,206,Hartford,CT,Connecticut
2007-08-03,202,Hartford,CT,Connecticut
2007-06-16,204,Holland,MI,Michigan
2007-07-09,203,Holland,MI,Michigan
2007-08-15,215,Knoxville,TN,Tennessee
2007-07-11,202,Lexington,KY,Kentucky
2007-05-12,235,Little Rock,AR,Arkansas
2007-07-01,213,Los Angeles,CA,California
2007-07-03,203,Los Angeles,CA,California
2007-07-04,204,Los Angeles,CA,California
2007-07-06,205,Los Angeles,CA,California
2007-09-01,201,Los Angeles,CA,California
2007-09-03,212,Los Angeles,CA,California
2007-06-22,203,Memphis,TN,Tennessee
2007-06-16,201,Niles,MI,Michigan
2007-05-31,204,Philadelphia,PA,Pennsylvania
2007-06-26,215,Philadelphia,PA,Pennsylvania
2007-07-09,221,Philadelphia,PA,Pennsylvania
2007-03-17,253,Phoenix,AZ,Arizona
2007-05-09,221,Phoenix,AZ,Arizona
2007-05-21,202,Phoenix,AZ,Arizona
2007-05-29,205,Phoenix,AZ,Arizona
2007-06-05,241,Phoenix,AZ,Arizona
2007-06-22,235,Phoenix,AZ,Arizona
2007-06-25,210,Phoenix,AZ,Arizona
2007-07-04,273,Phoenix,AZ,Arizona
2007-08-13,266,Phoenix,AZ,Arizona
2007-10-09,220,Phoenix,AZ,Arizona
2007-10-14,231,Phoenix,AZ,Arizona
2007-10-19,234,Phoenix,AZ,Arizona
2007-10-21,271,Phoenix,AZ,Arizona
2007-10-22,205,Phoenix,AZ,Arizona
2007-10-24,244,Phoenix,AZ,Arizona
2007-10-27,221,Phoenix,AZ,Arizona
2007-10-28,224,Phoenix,AZ,Arizona
2007-11-01,287,Phoenix,AZ,Arizona
2007-11-08,258,Phoenix,AZ,Arizona
2007-04-12,205,Riverside,CA,California
2007-06-23,208,Riverside,CA,California
2007-06-30,220,Riverside,CA,California
2007-07-01,234,Riverside,CA,California
2007-07-02,227,Riverside,CA,California
2007-07-03,232,Riverside,CA,California
2007-07-04,222,Riverside,CA,California
2007-07-05,228,Riverside,CA,California
2007-07-07,201,Riverside,CA,California
2007-07-24,237,Riverside,CA,California
2007-08-03,201,Riverside,CA,California
2007-08-04,210,Riverside,CA,California
2007-08-11,220,Riverside,CA,California
2007-08-12,208,Riverside,CA,California
2007-08-22,202,Riverside,CA,California
2007-09-01,208,Riverside,CA,California
2007-07-05,218,Sacramento,CA,California
2007-10-21,257,San Diego,CA,California
2007-07-09,207,Springfield,MA,Massachusetts
2007-07-10,204,Springfield,MA,Massachusetts
2007-08-02,208,St. Louis,MO,Missouri
2007-05-11,247,Tampa,FL,Florida
2007-07-09,219,Torrington,CT,Connecticut
2007-06-08,201,Trenton,NJ,New Jersey
2007-08-04,205,Washington,DC,District of Columbia
2006-05-09,212,Albuquerque,NM,New Mexico
2006-05-22,207,Albuquerque,NM,New Mexico
2006-06-21,203,Atlanta,GA,Georgia
2006-06-22,203,Atlanta,GA,Georgia
2006-06-23,217,Atlanta,GA,Georgia
2006-07-18,201,Atlanta,GA,Georgia
2006-07-19,203,Atlanta,GA,Georgia
2006-07-20,203,Atlanta,GA,Georgia
2006-07-21,206,Atlanta,GA,Georgia
2006-06-22,208,Bakersfield,CA,California
2006-06-23,217,Bakersfield,CA,California
2006-06-24,215,Bakersfield,CA,California
2006-06-25,203,Bakersfield,CA,California
2006-06-26,201,Bakersfield,CA,California
2006-07-08,201,Bakersfield,CA,California
2006-07-19,202,Bakersfield,CA,California
2006-08-09,203,Bakersfield,CA,California
2006-08-22,205,Bakersfield,CA,California
2006-08-28,201,Bakersfield,CA,California
2006-09-05,203,Bakersfield,CA,California
2006-09-06,202,Bakersfield,CA,California
2006-09-12,206,Bakersfield,CA,California
2006-09-13,205,Bakersfield,CA,California
2006-07-18,205,Baltimore,MD,Maryland
2006-06-21,204,Birmingham,AL,Alabama
2006-09-15,220,Bishop,CA,California
2006-06-18,215,Bridgeport,CT,Connecticut
2006-07-17,205,Bridgeport,CT,Connecticut
2006-07-21,203,Brownsville,TN,Tennessee
2006-06-10,253,Columbia,SC,South Carolina
2006-06-09,201,Dallas,TX,Texas
2006-06-14,202,Dallas,TX,Texas
2006-06-15,235,El Paso,TX,Texas
2006-07-26,263,El Paso,TX,Texas
2006-06-23,208,Fresno,CA,California
2006-06-24,205,Fresno,CA,California
2006-06-18,206,Hartford,CT,Connecticut
2006-04-22,202,Houston,TX,Texas
2006-06-06,205,Houston,TX,Texas
2006-06-08,206,Houston,TX,Texas
2006-06-14,207,Houston,TX,Texas
2006-06-28,201,Houston,TX,Texas
2006-06-29,217,Houston,TX,Texas
2006-08-31,222,Houston,TX,Texas
2006-09-01,217,Houston,TX,Texas
2006-09-07,205,Houston,TX,Texas
2006-07-19,201,Kansas City,MO,Missouri
2006-07-19,202,Knoxville,TN,Tennessee
2006-04-05,221,Las Cruces,NM,New Mexico
2006-05-14,220,Las Cruces,NM,New Mexico
2006-06-22,277,Las Cruces,NM,New Mexico
2006-05-14,209,Los Angeles,CA,California
2006-06-03,223,Los Angeles,CA,California
2006-06-04,204,Los Angeles,CA,California
2006-06-17,206,Los Angeles,CA,California
2006-06-22,204,Los Angeles,CA,California
2006-06-25,201,Los Angeles,CA,California
2006-07-15,210,Los Angeles,CA,California
2006-07-22,224,Los Angeles,CA,California
2006-07-23,203,Los Angeles,CA,California
2006-07-24,216,Los Angeles,CA,California
2006-07-25,207,Los Angeles,CA,California
2006-07-18,209,New Haven,CT,Connecticut
2006-06-18,208,New York,NY,New York
2006-07-18,226,New York,NY,New York
2006-07-18,205,Norwich,CT,Connecticut
2006-07-17,210,Philadelphia,PA,Pennsylvania
2006-07-18,207,Philadelphia,PA,Pennsylvania
2006-01-13,248,Phoenix,AZ,Arizona
2006-02-06,217,Phoenix,AZ,Arizona
2006-02-13,277,Phoenix,AZ,Arizona
2006-02-22,277,Phoenix,AZ,Arizona
2006-02-23,233,Phoenix,AZ,Arizona
2006-04-10,225,Phoenix,AZ,Arizona
2006-04-18,215,Phoenix,AZ,Arizona
2006-04-20,204,Phoenix,AZ,Arizona
2006-04-30,271,Phoenix,AZ,Arizona
2006-05-16,296,Phoenix,AZ,Arizona
2006-06-02,291,Phoenix,AZ,Arizona
2006-07-04,257,Phoenix,AZ,Arizona
2006-09-18,273,Phoenix,AZ,Arizona
2006-09-26,218,Phoenix,AZ,Arizona
2006-09-27,244,Phoenix,AZ,Arizona
2006-10-04,223,Phoenix,AZ,Arizona
2006-10-22,210,Phoenix,AZ,Arizona
2006-10-29,233,Phoenix,AZ,Arizona
2006-11-05,250,Phoenix,AZ,Arizona
2006-11-08,257,Phoenix,AZ,Arizona
2006-11-10,243,Phoenix,AZ,Arizona
2006-11-22,294,Phoenix,AZ,Arizona
2006-07-21,201,Portland,OR,Oregon
2006-07-18,226,Providence,RI,Rhode Island
2006-05-14,203,Riverside,CA,California
2006-06-03,227,Riverside,CA,California
2006-06-04,222,Riverside,CA,California
2006-06-17,205,Riverside,CA,California
2006-06-21,208,Riverside,CA,California
2006-06-22,212,Riverside,CA,California
2006-06-23,209,Riverside,CA,California
2006-06-24,204,Riverside,CA,California
2006-06-25,207,Riverside,CA,California
2006-07-01,215,Riverside,CA,California
2006-07-02,202,Riverside,CA,California
2006-07-08,203,Riverside,CA,California
2006-07-15,232,Riverside,CA,California
2006-07-18,205,Riverside,CA,California
2006-07-19,214,Riverside,CA,California
2006-07-20,207,Riverside,CA,California
2006-07-21,204,Riverside,CA,California
2006-07-22,207,Riverside,CA,California
2006-07-24,226,Riverside,CA,California
2006-07-25,239,Riverside,CA,California
2006-07-18,206,Sacramento,CA,California
2006-07-21,210,Sacramento,CA,California
2006-07-22,201,Sacramento,CA,California
2006-09-12,207,Sacramento,CA,California
2006-09-13,205,Sacramento,CA,California
2006-07-21,203,Seattle,WA,Washington
2006-07-22,206,Seattle,WA,Washington
2006-06-16,204,Sheboygan,WI,Wisconsin
2006-06-19,215,Springfield,MA,Massachusetts
2006-07-20,207,Tulsa,OK,Oklahoma
2006-08-19,202,Tulsa,OK,Oklahoma
2006-08-01,207,Vineyard Haven,MA,Massachusetts
2006-08-02,207,Vineyard Haven,MA,Massachusetts
2006-06-21,202,Visalia,CA,California
2006-09-13,204,Visalia,CA,California
2006-05-30,212,Washington,DC,District of Columbia
2006-07-17,212,Washington,DC,District of Columbia
2006-07-18,221,Washington,DC,District of Columbia
2005-06-27,202,Akron,OH,Ohio
2005-07-25,209,Atlanta,GA,Georgia
2005-07-26,205,Atlanta,GA,Georgia
2005-06-30,204,Bakersfield,CA,California
2005-07-01,201,Bakersfield,CA,California
2005-07-13,202,Bakersfield,CA,California
2005-07-15,203,Bakersfield,CA,California
2005-07-16,204,Bakersfield,CA,California
2005-07-27,208,Bakersfield,CA,California
2005-09-01,203,Bakersfield,CA,California
2005-07-12,208,Baltimore,MD,Maryland
2005-07-26,204,Baltimore,MD,Maryland
2005-08-04,203,Baltimore,MD,Maryland
2005-08-12,202,Baltimore,MD,Maryland
2005-05-22,201,Baton Rouge,LA,Louisiana
2005-08-27,204,Beaumont,TX,Texas
2005-01-29,207,Bishop,CA,California
2005-05-09,241,Bishop,CA,California
2005-05-16,202,Bishop,CA,California
2005-06-26,205,Bridgeport,CT,Connecticut
2005-07-27,201,Bridgeport,CT,Connecticut
2005-08-12,204,Bridgeport,CT,Connecticut
2005-08-13,205,Bridgeport,CT,Connecticut
2005-06-27,201,Canton,OH,Ohio
2005-07-26,206,Charlotte,NC,North Carolina
2005-06-25,208,Chicago,IL,Illinois
2005-07-10,203,Chicago,IL,Illinois
2005-06-24,201,Cincinnati,OH,Ohio
2005-06-25,201,Cincinnati,OH,Ohio
2005-08-02,208,Cincinnati,OH,Ohio
2005-06-27,214,Cleveland,OH,Ohio
2005-06-27,201,Columbus,OH,Ohio
2005-06-21,213,Dallas,TX,Texas
2005-06-22,203,Dallas,TX,Texas
2005-08-02,210,Dallas,TX,Texas
2005-09-09,201,Dallas,TX,Texas
2005-06-24,202,Detroit,MI,Michigan
2005-07-16,201,Fresno,CA,California
2005-07-27,206,Fresno,CA,California
